,simplified,traditional,pinyin,meaning,hsk,audio_file
1589,他既是音乐家也是指挥家。,他既是音樂家也是指揮家。,Tā jì shì yīnyuèjiā yě shì zhǐhuījiā.,He is both a musician and a conductor.,5,1589.mp3
1590,他既是音乐家也是指挥家。,他既是音樂家也是指揮家。,Tā jì shì yīnyuèjiā yě shì zhǐhuījiā.,He is both a musician and a conductor.,5,1590.mp3
1591,可以使用自动售票机买车票。,可以使用自動售票機買車票。,Kěyǐ shǐyòng zìdòng shòupiàojī mǎi chēpiào.,Train tickets may be purchased using the automatic vending machine.,5,1591.mp3
1592,这里是法院。,這裏是法院。,Zhèli shì fǎyuàn.,This is the court.,5,1592.mp3
1593,他 姐姐 比较 丑。,他 姐姐 比較 醜。,Tā jiějie bǐjiào chǒu.,His older sister is rather ugly.,5,1593.mp3
1594,湖面很平静。,湖面很平靜。,Húmiàn hěn píngjìng.,The lake surface is very calm.,5,1594.mp3
1595,情况依然没变。,情況依然沒變。,Qíngkuàng yīrán méi biàn.,The situation remains unchanged.,5,1595.mp3
1596,他在讲台上发表演讲。,他在講臺上發表演講。,Tā zài jiǎngtái shàng fābiǎo yǎnjiǎng.,He's standing at the dais making a speech.,5,1596.mp3
1597,他在讲台上发表演讲。,他在講臺上發表演講。,Tā zài jiǎngtái shàng fābiǎo yǎnjiǎng.,He's standing at the dais making a speech.,5,1597.mp3
1598,云是悬在空中的水滴形成的。,雲是懸在空中的水滴形成的。,Yún shì xuán zài kōngzhōng de shuǐdī xíngchéng de.,Clouds are formed from drops of water suspended in the air.,5,1598.mp3
1599,孩子健康成长。,孩子健康成長。,Háizi jiànkāng chéngzhǎng.,The children are growing up healthy.,5,1599.mp3
1600,他的认识十分深刻。,他的認識十分深刻。,Tā de rènshi shífēn shēnkè.,His understanding is very deep.,5,1600.mp3
1601,这项计划很成功。,這項計劃很成功。,Zhè xiàng jìhuà hěn chénggōng.,This plan is successful.,5,1601.mp3
1602,欢迎光临！,歡迎光臨！,huānyíngguānglín!,Welcome!,5,1602.mp3
1603,孔 老师 爱好 诗词。,孔 老師 愛好 詩詞。,Kǒng lǎoshī àihào shīcí.,Teacher Kong is keen on poetry.,5,1603.mp3
1604,美军占领了这里。,美軍佔領了這裏。,Měijūn zhànlǐngle zhèli.,The American troops have occupied this place.,5,1604.mp3
1605,他的背景很复杂。,他的背景很複雜。,Tā de bèijǐng hěn fùzá.,His background is very complicated.,5,1605.mp3
1606,大家在模仿老师的动作。,大家在模仿老師的動作。,Dàjiā zài mófǎng lǎoshī de dòngzuò.,Everyone is imitating the teacher's movements.,5,1606.mp3
1607,介意我们采访你一下吗？,介意我們採訪你一下嗎？,Jièyì wǒmen cǎifǎng nǐ yī xià ma?,Would you mind if we interview you?,5,1607.mp3
1608,老师怎么评价他？,老師怎麼評價他？,Lǎoshī zěnme píngjià tā?,How does the teacher evaluate him?,5,1608.mp3
1609,人有强烈的金钱欲望。,人有強烈的金錢欲望。,Rén yǒu qiángliè de jīnqián yùwàng.,People have a strong desire for money.,5,1609.mp3
1610,他挣扎着往上爬。,他掙扎著往上爬。,Tā zhēngzházhe wǎng shàng pá.,He is struggling to climb up.,5,1610.mp3
1611,一阶段练习后，她会游泳了。,一階段練習後，她會游泳了。,"Yī jiēduàn liànxí hòu, tā huì yóuyǒng le.","After a period of practice, she was able to swim.",5,1611.mp3
1612,他违反规定。,他違反規定。,Tā wéifǎn guīdìng.,He broke the rule.,5,1612.mp3
1613,我不否认这个事实。,我不否認這個事實。,Wǒ bù fǒurèn zhège shìshí.,I don't deny that fact.,5,1613.mp3
1614,他逃避记者的问题。,他逃避記者的問題。,Tā táobì jìzhě de wèntí.,He avoided reporters' questions.,5,1614.mp3
1615,他在换电视频道。,他在換電視頻道。,Tā zài huàn diànshì píndào.,He's changing the TV channel.,5,1615.mp3
1616,两种物质结合到了一起。,兩種物質結合到了一起。,Liǎng zhǒng wùzhì jiéhé dàole yìqǐ.,The two substances are combined together.,5,1616.mp3
1617,这是一个困难的时期。,這是一個困難的時期。,Zhè shì yígè kùnnan de shíqī.,This is a difficult period.,5,1617.mp3
1618,凤凰是传说中的一种动物。,鳳凰是傳說中的一種動物。,Fènghuáng shì chuánshuō zhōng de yī zhǒng dòngwù.,The phoenix is a legendary animal.,5,1618.mp3
1619,他在练习射击。,他在練習射擊。,Tā zài liànxí shèjī.,He is practicing shooting.,5,1619.mp3
1620,请不要将头和手伸出窗外。,請不要將頭和手伸出窗外。,Qǐng búyào jiāng tóu hé shǒu shēnchū chuāngwài.,Please don't put your head or hands outside the window.,5,1620.mp3
1621,希望我的愿望会实现。,希望我的願望會實現。,Xīwàng wǒ de yuànwàng huì shíxiàn.,I hope my dream will come true.,5,1621.mp3
1622,他很在意公众形象。,他很在意公眾形象。,Tā hěn zàiyì gōngzhòng xíngxiàng.,He really cares about his public image.,5,1622.mp3
1623,这儿有一只灰色的兔子。,這兒有一隻灰色的兔子。,Zhèr yǒu yī zhī huīsè de tùzi.,There is a grey rabbit here.,5,1623.mp3
1624,他用力地抓住绳子。,他用力地抓住繩子。,Tā yònglì de zhuāzhù shéngzi.,He grasps the rope tightly.,5,1624.mp3
1625,她在比赛中发挥了优势。,她在比賽中發揮了優勢。,Tā zài bǐsài zhōng fāhuīle yōushì.,She was at her best during the game.,5,1625.mp3
1626,礼物很有纪念意义。,禮物很有紀念意義。,Lǐwù hěn yǒu jìniàn yìyì.,Gifts have a lot of sentimental meaning.,5,1626.mp3
1627,这位老教授的道德很高尚。,這位老教授的道德很高尚。,Zhèwèi lǎo jiàoshòu de dàodé hěn gāoshàng.,This old professor's character is noble.,5,1627.mp3
1628,爸爸安慰她，她却不开心。,爸爸安慰她，她卻不開心。,"Bàba ānwèi tā, tā què bù kāixīn.","Although her father comforted her, she was still unhappy.",5,1628.mp3
1629,让我们来娱乐一下。,讓我們來娛樂一下。,Ràng wǒmen lái yúlè yíxià.,Let's go have fun.,5,1629.mp3
1630,她睁开了双眼。,她睁開了雙眼。,Tā zhēngkāile shuāngyǎn.,She opened her eyes.,5,1630.mp3
1631,那部小说成为了经典。,那部小說成為了經典。,Nà bù xiǎoshuō chéngwéile jīngdiǎn.,That novel became a classic.,5,1631.mp3
1632,他显得很气愤。,他顯得很氣憤。,Tā xiǎnde hěn qìfèn.,He looks furious.,5,1632.mp3
1633,很多人都追求金钱。,很多人都追求金錢。,Hěn duō rén dōu zhuīqiú jīnqián.,Many people pursue money.,5,1633.mp3
1634,科学使人类进步。,科學使人類進步。,Kēxué shǐ rénlèi jìnbù.,Science has advanced the human race.,5,1634.mp3
1635,中国菜要趁热吃。,中國菜要趁熱吃。,Zhōngguó cài yào chènrè chī.,Chinese food should be eaten hot.,5,1635.mp3
1636,他回避敏感的问题。,他迴避敏感的問題。,Tā huíbì mǐngǎn de wèntí.,He avoids sensitive questions.,5,1636.mp3
1637,大英博物馆是世界上最宏伟的博物馆。,大英博物館是世界上最宏偉的博物館。,Dà Yīng Bówùguǎn shì shìjiè shàng zuì hóngwěi de bówùguǎn.,The British Museum is the most majestic museum in the world.,5,1637.mp3
1638,我们必须遵守法律。,我們必須遵守法律。,Wǒmen bìxū zūnshǒu fǎlǜ.,We must obey the law.,5,1638.mp3
1639,她 特别 喜欢 吃 水煮肉片。,她 特別 喜歡 吃 水煮肉片。,Tā tèbié xǐhuan chī shuǐzhǔ ròupiàn.,She especially likes to eat Sichuan poached pork.,5,1639.mp3
1640,我愿意承担后果。,我願意承擔後果。,Wǒ yuànyì chéngdān hòuguǒ.,I'm willing to bear the consequences.,5,1640.mp3
1641,他们在拆信。,他們在拆信。,Tāmen zài chāixìn.,They're opening letters.,5,1641.mp3
1642,天空很蓝。,天空很藍。,Tiānkōng hěn lán.,The sky is very blue.,5,1642.mp3
1643,至于最后这个问题，我并不了解。,至於最後這個問題，我並不了解。,"Zhìyú zuìhòu zhèige wèntí, wǒ bìng bù liǎojiě.","As for this last issue, I just don't understand.",5,1643.mp3
1644,她在责骂儿子。,她在責罵兒子。,Tā zài zémà érzi.,She's scolding her son.,5,1644.mp3
1645,他们登记入学。,他們登記入學。,Tāmen dēngjì rùxué.,They're enrolled in school.,5,1645.mp3
1646,部长指导我工作。,部長指導我工作。,Bùzhǎng zhǐdǎo wǒ gōngzuò.,The department head gives me guidance on my work.,5,1646.mp3
1647,很晚了，女儿还没回家，妈妈很不安。,很晚了，女兒還沒回家，媽媽很不安。,"Hěn wǎn le, nǚér hái méi huíjiā, māma hěn bù'ān.","Since it's very late and her daughter has not yet returned home, she's very worried.",5,1647.mp3
1648,我在查相关资料。,我在查相關資料。,Wǒ zài chá xiāngguān zīliào.,I'm checking the relevant information.,5,1648.mp3
1649,她身材修长，亭亭玉立。,她身材修長，亭亭玉立。,"Tā shēncái xiūcháng, tíngtíng yùlì.",She's slender and beautiful.,5,1649.mp3
1650,他们正在互相讽刺。,他們正在互相諷刺。,Tāmen zhèng zài hùxiāng fěngcì.,They're mocking each other.,5,1650.mp3
1651,请抓紧扶手。,請抓緊扶手。,Qǐng zhuājǐn fúshǒu.,Please hold the handrails firmly.,5,1651.mp3
1652,今晚的月亮很圆。,今晚的月亮很圓。,Jīnwǎn de yuèliang hěn yuán.,Tonight's moon is very round.,5,1652.mp3
1653,他这个人很沉默。,他這個人很沉默。,Tā zhège rén hěn chénmò.,He is very silent.,5,1653.mp3
1654,他们的表情很严肃。,他們的表情很嚴肅。,Tāmen de biǎoqíng hěn yánsù.,They look serious.,5,1654.mp3
1655,他们相互配合完成了这项工作。,他們相互配合完成了這項工作。,Tāmen xiànghù pèihé wánchéng le zhèxiàng gōngzuò.,They mutually coordinated to complete the job.,5,1655.mp3
1656,中国人称呼自己的父母为爹娘。,中國人稱呼自己的父母為爹娘。,Zhōngguórén chēnghu zìjǐ de fùmǔ wéi diēniáng.,"The Chinese call their father and mother ""Diē"" and ""Niáng.""",5,1656.mp3
1657,他们要在这儿逗留几天。,他們要在這兒逗留幾天。,Tāmen yào zài zhè'er dòu liú jǐ tiān.,They're going to stay here for a few days.,5,1657.mp3
1658,自由女神像是纽约的标志。,自由女神像是紐約的標誌。,Zìyóu Nǚshén Xiàng shì Niǔyuē de biāozhì.,The Statue of Liberty is a symbol of New York.,5,1658.mp3
1659,摇滚乐是西洋音乐的一种。,搖滾樂是西洋音樂的一種。,Yáogǔnyuè shì Xīyáng yīnyuè de yī zhǒng.,Rock and roll is one form of Western music.,5,1659.mp3
1660,她完整的演奏了一支曲子。,她完整的演奏了一支曲子。,Tā wánzhěng de yǎnzòule yī zhī qǔzi.,She's played a complete piece.,5,1660.mp3
1661,我的肩膀有点痛。,我的肩膀有點痛。,Wǒ de jiānbǎng yǒudiǎn tòng.,My shoulder hurts a bit.,5,1661.mp3
1662,她在看宣传资料。,她在看宣傳資料。,Tā zài kàn xuān chuán zīliào.,She's reading the publicity materials.,5,1662.mp3
1663,他们的谈判圆满成功。,他們的談判圓滿成功。,Tāmen de tánpàn yuánmǎn chénggōng.,Their negotiations are successful.,5,1663.mp3
1664,她住在隔壁。,她住在隔壁。,Tā zhù zài gébì.,She lives next door.,5,1664.mp3
1665,商业区很拥挤。,商業區很擁擠。,Shāngyèqū hěn yōngjǐ.,The business district is crowded.,5,1665.mp3
1666,沙漠很荒凉。,沙漠很荒涼。,Shāmò hěn huāngliáng.,The desert is very desolate.,5,1666.mp3
1667,她戴着一副手套。,她戴著一副手套。,Tā dàizhe yī fù shǒutào.,She's wearing a pair of gloves.,5,1667.mp3
1668,中国有13亿人口。,中國有13億人口。,Zhōngguó yǒu shísān yì rénkǒu.,There are 1.3 billion people in China.,5,1668.mp3
1669,她面临着很大的工作压力。,她面臨著很大的工作壓力。,Tā miànlínzhe hěn dà de gōngzuò yālì.,She's under a lot of pressure at work.,5,1669.mp3
1670,一加一等于二。,一加一等於二。,Yī jiā yī děngyú èr.,One plus one equals two.,5,1670.mp3
1671,当心扒手！,當心扒手！,Dāngxīn páshǒu!,Watch out for pick-pockets.,5,1671.mp3
1672,这是我们的课程安排。,這是我們的課程安排。,Zhè shì wǒmen de kèchéng ānpái.,This is our curriculum.,5,1672.mp3
1673,他经营一家书店。,他經營一家書店。,Tā jīngyíng yì jiā shūdiàn.,He runs a bookshop.,5,1673.mp3
1674,他出席了会议。,他出席了會議。,Tā chūxí le huìyì.,He attended the meeting.,5,1674.mp3
1675,我认识字母D。,我認識字母D。,Wǒ rènshi zìmǔD.,"I know the letter ""D.""",5,1675.mp3
1676,她戴着一串珍珠项链。,她戴著一串珍珠項鏈。,Tā dàizhe yī chuàn zhēnzhū xiàngliàn.,She wears a pearl necklace.,5,1676.mp3
1677,他提供了很多资金。,他提供了很多資金。,Tā tígōngle hěnduō zījīn.,He provided a lot of capital.,5,1677.mp3
1678,他做事很讲原则。,他做事很講原則。,Tā zuò shì hěn jiǎng yuánzé.,He sticks to his principles when doing things.,5,1678.mp3
1679,我劝爸爸戒烟。,我勸爸爸戒煙。,Wǒ quàn bàba jièyān.,I advised my father to give up smoking.,5,1679.mp3
1680,他创造了新纪录。,他創造了新紀錄。,Tā chuàngzàole xīn jìlù.,He's set a new record.,5,1680.mp3
1681,今年玉米种的价格比去年偏高。,今年玉米種的價格比去年偏高。,Jīnnián yùmǐ zhǒng de jiàgé bǐ qùnián piān gāo.,The price of corn seed this year is a bit high compared to last year.,5,1681.mp3
1682,他 穿 灰色的 大衣。,他 穿 灰色的 大衣。,Tā chuān huīsède dàyī.,He is wearing a grey overcoat.,5,1682.mp3
1683,她的宠物是一只乌龟。,她的寵物是一隻烏龜。,Tā de chǒngwù shì yī zhī wūguī.,Her pet is a tortoise.,5,1683.mp3
1684,天安门广场位于北京市中心。,天安門廣場位于北京市中心。,Tiān'ānmén Guǎngchǎng wèiyú Běijīng Shì zhōngxīn.,Tiananmen Square is in the center of Beijing.,5,1684.mp3
1685,这个月的开销超出限制了。,這個月的開銷超出限制了。,Zhège yuè de kāixiao chāochū xiànzhì le.,This month's expenses have exceeded the limit.,5,1685.mp3
1686,这杯茶很烫。,這杯茶很燙。,Zhè bēi chá hěn tàng.,This cup of tea is very hot.,5,1686.mp3
1687,她既善良又聪明。,她既善良又聰明。,Tā jì shànliáng yòu cōngmíng.,She's kind and intelligent.,5,1687.mp3
1688,这是地球的表面。,這是地球的表面。,Zhè shì dìqiú de biǎomiàn.,This is the surface of the earth.,5,1688.mp3
1689,古埃及人民的智慧创造了金字塔。,古埃及人民的智慧創造了金字塔。,Gǔ Āijí rénmín de zhìhuì chuàngzàole jīnzìtǎ.,The ancient Egyptians used their intelligence to build the pyramids.,5,1689.mp3
1690,他是我们的主席。,他是我們的主席。,Tā shì wǒmen de zhǔxí.,He's our chairman.,5,1690.mp3
1691,他主动帮助我们。,他主動幫助我們。,Tā zhǔdòng bāngzhù wǒmen.,He offered to help us.,5,1691.mp3
1692,联合国对难民进行救济。,聯合國對難民進行救濟。,Liánhéguó duì nànmín jìnxíng jiùjì.,The United Nations is providing relief to the refugees.,5,1692.mp3
1693,水管漏水了。,水管漏水了。,Shuǐguǎn lòushuǐ le.,The water pipe is leaking.,5,1693.mp3
1694,这家餐厅的气氛很不错。,這家餐廳的氣氛很不錯。,Zhè jiā cāntīng de qìfēn hěn bùcuò.,The atmosphere in this restaurant is quite nice.,5,1694.mp3
1695,协会批准他加入。,協會批准他加入。,Xiéhuì pīzhǔn tā jiārù.,He was admitted to the association.,5,1695.mp3
1696,她去国外体验生活。,她去國外體驗生活。,Tā qù guówài tǐyàn shēnghuó.,She is going to experience life abroad.,5,1696.mp3
1697,她在录音。,她在錄音。,Tā zài lùyīn.,She's recording.,5,1697.mp3
1698,黄金很贵。,黃金很貴。,Huángjīn hěn guì.,Gold is very expensive.,5,1698.mp3
1699,她是杂志编辑。,她是雜誌編輯。,Tā shì zázhì biānjí.,She is a magazine editor.,5,1699.mp3
1700,我们要保持这个优势。,我們要保持這個優勢。,Wǒmen yào bǎochí zhège yōushì.,We must hold on to a dominant position.,5,1700.mp3
1701,对不起，我临时有事情。,對不起，我臨時有事情。,"Duìbuqǐ, wǒ línshí yǒu shìqing.",Sorry but I suddenly have a matter (to attend).,5,1701.mp3
